t,position,entry_px,equity,el,xl,es,xs,stop,tp,trail,size,local0,local1,local2,local3,local4,local5,local6,local7,local8,local9,local10,local11,local12,local13,local14,local15,local16
491,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,910634.688,70.3465958,6242.2915,923731.5,892155.5,8225.56152,908540.125,910634.688,896691.25,4520.69287,901978.438,905250.438,3332.6875,0.025518775,921045.688,-3332.6875,2.4764328
492,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,911722.188,65.0926895,6452.93164,925033.938,892155.5,8243.17188,909892.625,911722.188,896691.25,4929.2793,903033.562,907356.5,-3284.0625,0.0210418701,918742.375,3284.0625,2.56957245
493,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,913080.562,67.5699615,6251.83838,925033.938,892155.5,7985.896,911653.062,913080.562,896691.25,5251.55566,904182.938,908874.625,3119,0.0274679661,922075.062,-3119,1.14509583
494,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,915163.312,72.1965942,6511.2251,930252.812,892155.5,7630.80127,914078.562,915163.312,897303.438,5517.35986,905502.312,910634.688,6791.0625,0.0379513502,918791,-6791.0625,-0.873413086
495,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,917432.938,74.2282028,6322.70898,932379.625,900255.5,8067.23486,916285.875,917432.938,898741.812,5808.58057,906940.062,911722.188,3484.4375,0.0342874527,921910,-3484.4375,0.781005859
496,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,919216.312,71.9890976,6138.39941,933368.938,902235.312,8527.30469,917908.562,919216.312,899662.375,6128.99805,908402.5,913080.562,-1377.25,0.0250161886,928701.062,1377.25,3.11487579
497,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,920224.875,65.7435226,6123.61621,933368.938,902235.312,8081.95264,919418.188,920224.875,900367.25,6319.35547,909871.312,915163.312,-4027.5625,0.0233364105,932185.5,4027.5625,0.674888611
498,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,921883.188,69.8564377,6429.44287,934931.312,904329.625,7679.49756,921397.625,921883.188,901792.938,6436.33887,911408.125,917432.938,5881.75,0.0306242704,930808.25,-5881.75,-1.80462646
499,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,923504,70.7419357,6069.33105,934931.312,909391.875,7749.93018,923039,923504,902967.562,6547.396,912958.938,919216.312,1376.75,0.0252227783,926780.688,-1376.75,-1.91421509
500,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,925200.688,72.1437683,6066.5083,938151.375,909458.188,7621.68018,924869.5,925200.688,904114.25,6627.22461,914547.062,920224.875,2190.0625,0.0281426907,932662.438,-2190.0625,-2.64942932
501,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,925823.562,62.7458458,6376.83789,938263.125,910043.438,6747.56201,926177,925823.562,905250.438,6543.99609,916097.812,921883.188,-6357.1875,0.0200800896,934039.188,6357.1875,-7.86529541
502,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,926423.688,63.1142197,6150.07275,938263.125,910043.438,5662.56201,927440.5,926423.688,907356.5,6304.61963,917610.188,923504,452.5625,0.019382,936229.25,-452.5625,-14.7565079
503,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,927075.938,63.9548378,5971.37988,938263.125,915842.688,5447.7666,928174.062,927075.938,908874.625,6054.31494,919018.688,925200.688,991.125,0.0111504793,929872.062,-991.125,-16.7842178
504,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,927680.25,64.214035,5643.14307,938263.125,915842.688,4829.27734,929093.062,927680.25,910634.688,5732.29541,920361.938,925823.562,292.5,0.0140037537,930324.625,-292.5,-21.0997238
505,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,928386.375,65.4647446,5628.29346,938263.125,915842.688,4502.73096,929871.688,928386.375,911722.188,5393.74561,921629.875,926423.688,1367.875,0.0118223429,931315.75,-1367.875,-23.4892807
506,0,0,10214.2207,0,0,1,0,0.0500000007,0.100000001,0.0799999982,0.5,928478.562,59.1229362,5843.65186,938263.125,918532.125,3318.06226,930606.5,928478.562,913080.562,4898.85205,922826.688,927075.938,-3898.3125,0.0111960173,931608.25,3898.3125,-33.257679
507,-1,928613.25,10204.5469,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,928607.25,59.5191002,5671.05615,938263.125,920369.562,2326.9104,931144.562,928607.25,915163.312,4286.10059,923935.688,927680.25,365.6875,0.00817167759,932976.125,-365.6875,-42.8045311
508,-1,928613.25,10202.6055,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,928765.812,59.9230156,5724.98975,938263.125,924526.125,2260.90308,931222.812,928765.812,917432.938,3687.29419,924907.375,928386.375,353.125,0.00117969513,929077.812,-353.125,-43.9134483
509,-1,928613.25,10217.7051,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,928537.188,55.3024712,5682.87891,938263.125,924526.125,2480.76514,930856.125,928765.812,919216.312,3149.22363,925700.5,928478.562,-2745.6875,-0.00550806522,929443.5,2745.6875,-41.6547318
510,-1,928613.25,10234.0645,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,927942.438,50.738102,5937.86523,938263.125,920942.375,3034.13208,930375.312,928765.812,920224.875,2623.90552,926323.812,928607.25,-2974.5,-0.00723224878,929796.625,2974.5,-36.0203018
511,-1,928613.25,10241.915,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,927236.625,48.6624336,5721.60693,938263.125,920942.375,3529.85449,930080.062,928765.812,921883.188,2009.12756,926824.625,928765.812,-1427.4375,-0.00445812941,927050.938,1427.4375,-31.6936111
512,-1,928613.25,10232.6934,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,926848.5,51.1885757,5557.01465,938263.125,920942.375,3740.875,929484.625,928765.812,923504,1471.96362,927179.312,928537.188,1676.8125,-0.00893855095,924076.438,-1676.8125,-29.9466667
513,-1,928613.25,10233.2168,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,926499.438,51.0349464,5193.45117,938263.125,920942.375,3740.7793,928784.062,928765.812,925200.688,1090.43457,927393.188,927942.438,-95.25,-0.0105013251,922649,95.25,-29.948967
514,-1,928613.25,10213.7861,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,926668,56.2765121,5779.86963,938263.125,919304.812,3121.34717,928179.438,928765.812,925823.562,933.938171,927498.062,927236.625,3533,-0.00904232264,924325.812,-3533,-35.0763168
515,-1,928613.25,10180.2441,0,0,0,1,0.0500000007,0.100000001,0.0799999982,0.5,927627.25,63.5336571,6118.97266,936084,919304.812,3429.86279,928464.5,928765.812,926423.688,810.270386,927626.875,926848.5,6099,0.00429141521,924230.562,-6099,-32.3781128
516,0,0,10172.5371,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,928286,61.2107468,5841.64893,936084,919304.812,3562.82959,928624.688,928765.812,926499.438,752.62915,927759.875,926499.438,-1294.875,0.00241100788,927763.562,1294.875,-31.2499275
517,0,0,10172.5371,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,929188.375,63.9372177,5641.33496,936084,919304.812,3880.43774,928891.812,929188.375,926499.438,809.937988,927910.812,926668,2486.3125,0.00401389599,933862.562,-2486.3125,-28.6396942
518,0,0,10172.5371,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,930496.875,67.8068695,5777.83789,940808.062,919304.812,4642.55322,929419.875,930496.875,926499.438,1043.74341,928112,927627.25,3948.125,0.00793671608,932567.688,-3948.125,-22.8029556
519,0,0,10172.5371,0,0,1,0,0.0500000007,0.100000001,0.0799999982,0.5,930980.125,59.3310585,5821.21533,940808.062,919304.812,4714.03223,929501.562,930980.125,926499.438,1279.55554,928297.312,928286,-4880.8125,0.00122749805,935054,4880.8125,-22.2777863
520,-1,933654.25,10169.2666,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,931292.25,58.0497322,5487.46338,940808.062,919304.812,4812.42334,929804.625,931292.25,926499.438,1495.06238,928498.312,929188.375,-800.3125,0.0045671463,939002.125,800.3125,-21.5607681
521,-1,933654.25,10164.2451,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,931685.625,59.1441231,5466.59082,940808.062,919304.812,4943.63184,930147.438,931685.625,926499.438,1706.3595,928718.125,930496.875,921.75,0.00516355038,934121.312,-921.75,-20.6266251
522,-1,933654.25,10132.1328,0,0,0,1,0.0500000007,0.100000001,0.0799999982,0.5,932812.5,65.3664856,5960.71826,943392.438,919304.812,5568.97852,930886.062,932812.5,926499.438,2006.32544,929007.125,930980.125,5894.5625,0.0111213923,933321,-5894.5625,-16.315567
523,0,0,10124.4482,0,1,1,0,0.0500000007,0.100000001,0.0799999982,0.5,932767.438,53.8787918,6110.33203,943392.438,919304.812,5476.59521,931273.5,932812.5,926499.438,2219.95483,929309.375,931292.25,-7662.6875,0.0058504343,934242.75,7662.6875,-16.9361572
524,-1,932008.375,10129.5625,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,932416.375,50.9350357,6060.16553,943392.438,919304.812,5118.46191,931706.312,932812.5,926499.438,2319.94312,929628.938,931685.625,-2339.9375,0.00655603409,940137.312,2339.9375,-19.3905029
525,-1,932008.375,10117.7148,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,932403,53.4862061,5931.19824,943392.438,919304.812,4459.69873,932396.688,932812.5,926499.438,2320.95166,929998,932812.5,2181.1875,0.0104773045,932474.625,-2181.1875,-24.1610794
526,-1,932008.375,10093.3145,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,932990.375,58.295929,5913.64404,943392.438,919304.812,3978.85718,933288.375,932990.375,926499.438,2263.94336,930436.562,932767.438,4492.4375,0.0135043859,930134.688,-4492.4375,-27.8663483
527,-1,932008.375,10092.3105,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,933524.062,58.4861031,5713.99512,943392.438,919304.812,3181.26807,934199.938,933524.062,926668,2108.84912,930938.375,932416.375,184.8125,0.0138088465,932315.875,-184.8125,-34.5394897
528,-1,932008.375,10126.3418,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,933151.188,50.1384811,5928.06689,943392.438,925556.688,2824.49292,934411.688,933524.062,927627.25,1811.0509,931401.5,932403,-6265.4375,0.00319492817,936808.312,6265.4375,-38.416687
529,-1,932008.375,10112,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,933180.125,53.1718559,5827.16943,943392.438,928602.562,2834.2124,934376.375,933524.062,928286,1526.77087,931798.125,932990.375,2640.4375,-0.00052946806,936993.125,-2640.4375,-38.629715
530,-1,932008.375,10107.0059,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,933327.812,54.2164154,5553.43848,943392.438,928602.562,2790.08472,934499.125,933524.062,929188.375,1219.57898,932158.312,933524.062,919.5,0.00184428692,930727.688,-919.5,-39.0524254
531,-1,932008.375,10103.209,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,933549,55.037571,5669.94287,943392.438,928602.562,2789.18213,934494.438,933549,930496.875,947.878967,932469.812,933151.188,699.0625,-7.20024109e-05,933368.125,-699.0625,-39.0581665
532,-1,932008.375,10123.5645,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,933241,49.8731689,5822.57178,943392.438,928602.562,2603.38794,933939.938,933549,930980.125,790.265015,932665.812,933180.125,-3747.75,-0.00826746225,934287.625,3747.75,-40.8464966
533,-1,932008.375,10126.3633,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,932905.312,49.1896172,5573.94141,943392.438,928602.562,2730.43457,933697.188,933549,931292.25,637.768372,932803.312,933327.812,-515.375,-0.00363737345,934986.688,515.375,-39.6156044
534,-1,932008.375,10105.584,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,933124.5,54.2071953,5745.16895,943392.438,928602.562,2736.66797,933784.938,933549,931685.625,483.633362,932934.125,933549,3825.875,0.00131618977,931238.938,-3825.875,-39.5599632
535,-1,932008.375,10088.0527,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,933744.812,57.9773026,5776.9917,943392.438,928602.562,2923.86548,934037.375,933744.812,932403,384.525513,933081.188,933241,3227.5625,0.00378298759,930723.562,-3227.5625,-37.8008995
536,-1,932008.375,10048.3945,0,0,0,1,0.0500000007,0.100000001,0.0799999982,0.5,935256,64.9979324,5912.69775,945266.938,928602.562,3804.5144,934390.312,935256,932403,670.86676,933255.812,932905.312,7301.5625,0.00525593758,934549.438,-7301.5625,-30.1908455
537,0,0,10040.6924,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,936550,64.8102798,5795.83545,947158.25,928602.562,4625.82227,935282.125,936550,932403,1065.43921,933525.938,933124.5,-117.5,0.0133906603,937777,117.5,-23.8567581
538,0,0,10040.6924,0,0,1,0,0.0500000007,0.100000001,0.0799999982,0.5,936790.688,55.1674767,6161.57031,947158.25,928655.188,4453.68896,935869.375,936790.688,932403,1308.01611,933838.438,933744.812,-6605.875,0.00883793831,945078.562,6605.875,-25.131752
539,-1,937886,10055.7881,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,936435.688,50.037075,6044.36426,947158.25,928655.188,4374.15381,935998.812,936790.688,932905.312,1400.92932,934126.562,935256,-4227.125,0.00194370747,944961.062,4227.125,-25.7304535
540,-1,937886,10062.8906,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,935951.062,48.5120201,5743.46338,947158.25,928655.188,4442.39014,935712.562,936790.688,932905.312,1436.48267,934338,936550,-1326.875,-0.00427740812,938355.188,1326.875,-25.2235489
541,-1,937886,10037.0986,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,936173.5,53.99543,5697.75635,947158.25,928655.188,4458.18994,935757.375,936790.688,932905.312,1490.30713,934527.312,936790.688,4818.375,0.000668525696,934128.062,-4818.375,-25.1095963
542,-1,937886,10060.6621,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,935779.375,48.8743668,5995.34521,947158.25,928655.188,4300.88574,935935.188,936790.688,932905.312,1470.55383,934714.938,936435.688,-4402,0.00267517567,932801.188,4402,-26.2995377
543,-1,937886,10061.0762,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,935427.5,48.7867775,5742.44531,947158.25,928655.188,4310.99268,935918.938,936790.688,932905.312,1415.89978,934875.438,935951.062,-77.375,-0.00024420023,937619.562,77.375,-26.2174377
544,-1,937886,10043.7256,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,935554.688,52.6175156,5659.68115,947158.25,928655.188,4288.06445,936068.562,936790.688,932905.312,1356.96094,935034.5,936173.5,3241.3125,0.00224113464,933217.562,-3241.3125,-26.3969193
545,-1,937886,10044.3047,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,935650.5,52.4764252,5463.66357,947158.25,928655.188,4277.66992,936160.375,936790.688,932905.312,1299.34204,935184.562,935779.375,-108.1875,0.00137603283,933140.188,108.1875,-26.4764175
546,-1,937886,10035.7383,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,935946.938,54.4232674,5318.875,947158.25,928655.188,4068.59937,936634.188,936790.688,932905.312,1192.73218,935377.938,935427.5,1600.3125,0.00712454319,936381.5,-1600.3125,-28.0913239
547,-1,937886,10091.9531,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,934803.562,42.2044487,5829.90625,947158.25,926391.562,4486.53125,936394.812,936790.688,933124.5,995.538025,935513.5,935554.688,-10501.9375,-0.00360137224,936273.312,10501.9375,-24.6690674
548,-1,937886,10112.7637,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,933294.312,38.7372894,6042.50244,947158.25,921029.938,5582.77051,935604.5,936790.688,933294.312,966.982056,935525.625,935650.5,-3887.625,-0.0118403435,937873.625,3887.625,-16.3948517
549,-1,937886,10106.9453,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,932131.188,40.2159882,5880.22119,947158.25,921029.938,6215.78809,934661.125,936790.688,932131.188,1232.17749,935410.438,935946.938,1086.875,-0.0140823126,927371.688,-1086.875,-12.2836075
550,-1,937886,10122.2129,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,930742.875,37.6480217,6021.50879,947158.25,919219.625,6329.68604,932992.625,936790.688,930742.875,1723.00281,935088,934803.562,-2852.0625,-0.0247172117,923484.062,2852.0625,-11.3876266
551,-1,937886,10141.1582,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,929067.75,34.6877747,6060.21338,947123.75,916670.375,6468.95654,931079.625,936790.688,929067.75,2262.573,934553.562,933294.312,-3539.4375,-0.0283415318,924570.938,3539.4375,-10.2610245
552,-1,937886,10173.2949,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,926815.5,30.3312511,6184.75195,940357,911278.688,7752.10254,929209.688,936435.688,926815.5,2920.79224,933841,932131.188,-6003.625,-0.0278992057,921718.875,6003.625,-2.10166168
553,-1,937886,10169.2871,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,924963.375,31.4866657,6279.76074,940357,908794.062,8661.23828,927695.125,936173.5,924963.375,3606.67944,933021.5,930742.875,748.5625,-0.0226988792,918179.438,-748.5625,3.16278839
554,-1,937886,10167.0957,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,923412.75,32.1495895,6156.78223,940357,908794.062,9271.09082,926304.562,936173.5,923412.75,4264.74268,932126,929067.75,409.5,-0.0208697319,912175.812,-409.5,6.37713623
555,-1,937886,10170.4668,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,921984.938,31.64258,5928.43164,940357,908794.062,9319.51465,924524.938,935946.938,921984.938,4830.78906,931112.5,926815.5,-629.6875,-0.0265730023,912924.375,629.6875,6.62905884
556,-1,937886,10167.2031,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,920828.812,32.7485733,5653.94531,938864.875,908794.062,9402.7959,923103.188,935946.938,920828.812,5309.83398,930044.688,924963.375,609.75,-0.0213279724,913333.875,-609.75,7.06142426
557,-1,937886,10149.4434,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,920269.188,38.5721893,5711.00732,938864.875,908794.062,9100.44141,921924.125,935946.938,920269.188,5637.19727,928961.938,923412.75,3317.625,-0.017691493,912704.188,-3317.625,5.4889679
558,-1,937886,10155.6719,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,919629.062,37.3507004,5477.71191,938864.875,908794.062,8284.55762,920430.312,935946.938,919629.062,5796.62646,927824.375,921984.938,-1163.4375,-0.022334218,913313.938,1163.4375,1.1129303
559,-1,937886,10210.2188,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,917715.562,28.7599564,6019.18359,938864.875,903851.875,7886.90088,918216.375,935946.938,917715.562,5906.26172,926543.375,920828.812,-10190.25,-0.033105135,916631.562,10190.25,-0.600639343
560,-1,937886,10184.1074,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,916707.625,36.3115692,6099.71973,938864.875,903851.875,5943.35303,916236.5,934803.562,916707.625,5795.60596,925169.125,920269.188,4878.0625,-0.029553771,915468.125,-4878.0625,-12.3169556
561,-1,937886,10200.0684,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,915436.5,33.9430161,5915.71289,929836.188,903851.875,5500.14844,914793.875,933294.312,915436.5,5640.11914,923785.688,919629.062,-2981.8125,-0.0217793584,905277.875,2981.8125,-15.2486115
562,-1,937886,10187.7031,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,914642.875,37.3523636,5697.7959,927077.875,903851.875,5086.35645,913793.812,932131.188,914642.875,5435.86914,922453.5,917715.562,2310.0625,-0.0151598454,910155.938,-2310.0625,-18.0847397
563,-1,937886,10184.3105,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,914039.562,38.2931213,5729.47998,927077.875,903851.875,4180.22314,912761.438,930742.875,914039.562,5123.03271,921161.188,916707.625,633.625,-0.0156322718,907174.125,-633.625,-24.7520065
564,-1,937886,10184.3516,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,913515.625,38.2857361,5345.90527,923233.75,903851.875,3399.65405,911932.188,929067.75,913515.625,4727.45312,919930.625,915436.5,-7.5625,-0.012594521,909484.188,7.5625,-81.8375778
565,-1,937886,10168.8281,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,913448.25,42.840786,5287.65771,919082.438,903851.875,2952.39404,911563,926815.5,913448.25,4259.37598,918815,914642.875,2899.875,-0.00562995672,910117.812,-2899.875,-35.0590019
566,-1,937886,10182.5547,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,913047.938,40.0275192,5474.11963,918202,903851.875,2960.34839,911439.438,924963.375,913047.938,3870.24609,917831.562,914039.562,-2564.125,-0.00189638138,910110.25,2564.125,-34.9849129
567,-1,937886,10188.9951,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,912540.562,38.7417641,5493.41016,918202,903851.875,2980.21924,911176.438,923412.75,912540.562,3543.729,916944.312,913515.625,-1203.3125,-0.00403285027,913010.125,1203.3125,-34.7994537
568,-1,937886,10168.0625,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,912622.25,44.9326401,5601.4834,918202,903851.875,2971.23486,911163.562,921984.938,912540.562,3210.84399,916173.5,913448.25,3910.6875,-0.000197649002,910446,-3910.6875,-34.8845978
569,-1,937886,10144.6289,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,913276.75,50.9131126,6010.02051,921011.062,903851.875,3381.70703,911508.375,920828.812,912540.562,2847.73975,915551.5,913047.938,4377.75,0.00528860092,909242.688,-4377.75,-31.2455177
570,-1,937886,10144.6455,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,913843.562,50.9087791,5639.604,921011.062,903851.875,3701.44678,911809.375,920269.188,912540.562,2465.70801,915052.562,912540.562,-3.1875,0.00461399555,913153.375,3.1875,-86.2062149
571,-1,937886,10135.5889,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,914560.375,53.1873894,5803.60986,922344.625,903851.875,3991.00293,911994.188,919629.062,912540.562,1996.72473,914644.812,912622.25,1691.9375,0.00282371044,917531.125,-1691.9375,-26.2160187
572,-1,937886,10123.1484,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,915491.562,56.1953316,5787.51709,923173.188,903851.875,4625.15527,912428.188,917715.562,912540.562,1475.21606,914349.312,913276.75,2324.25,0.00663709641,917527.938,-2324.25,-21.3828125
573,-1,937886,10134.8477,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,916007.125,52.7617989,5620.04688,923173.188,904146.625,4489.87354,913433.938,916707.625,912540.562,1244.28882,914227.188,913843.562,-2185.8125,0.0155537128,919219.875,2185.8125,-22.4124222
574,-1,937886,10146.3906,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,916166.438,49.545784,5655.42725,923173.188,906731.25,4489.12988,913937.188,916166.438,912540.562,1172.99255,914188.562,914560.375,-2156.25,0.00774168968,921544.125,2156.25,-22.6739197
575,-1,937886,10130.2129,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,916707.5,53.7967491,5516.18262,923173.188,906731.25,4340.45361,914869.375,916707.5,912540.562,1307.53748,914279.312,915491.562,3022.25,0.014385581,919358.312,-3022.25,-23.7951431
576,-1,937886,10134.6523,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,917065.812,52.489769,5471.41943,923173.188,906731.25,4210.67285,915577.312,917065.812,912540.562,1491.6012,914452.438,916007.125,-829.375,0.0108971596,917202.062,829.375,-24.7899017
577,-1,937886,10172.0605,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,916444.562,43.0080795,5592.73779,923173.188,906973.75,4036.36304,915740.812,917065.812,912540.562,1570.56555,914624.188,916166.438,-6988.5625,0.00251460075,920224.312,6988.5625,-26.16819
578,-1,937886,10201.0742,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,915183.438,37.3696747,5987.45312,923173.188,904145.312,4410.51953,915517.625,917065.812,912540.562,1545.00818,914743.312,916707.5,-5420.375,-0.00343281031,919394.938,5420.375,-23.0068741
579,-1,937886,10208.167,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,913913.812,36.1230316,5720.84033,923173.188,904145.312,5066.30713,914992.688,917065.812,912540.562,1521.60913,914776.562,917065.812,-1324.9375,-0.00804924965,912406.375,1324.9375,-18.2481995
580,-1,937886,10222.9043,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,912446.375,33.6136742,5959.42334,923173.188,899758.75,5859.4043,914454.312,917065.812,912446.375,1577.29175,914733.562,916444.562,-2753.1875,-0.0082796216,906986,2753.1875,-12.4466629
581,-1,937886,10164.0449,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,912640.688,48.8859863,6665.91553,923173.188,899758.75,5683.60303,914787.312,917065.812,912446.375,1567.52869,914740.688,915183.438,10996.0625,0.00512647629,905661.062,-10996.0625,-13.6051712
582,-1,937886,10159.2168,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,912929.375,49.9039993,6319.90381,923173.188,899758.75,5665.57617,914905.375,917065.812,912446.375,1539.62781,914762.625,913913.812,901.9375,0.00180971622,902907.875,-901.9375,-13.7278061
583,-1,937886,10164.1113,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,913057.688,48.8419647,6064.59814,923173.188,899758.75,5622.46143,914645.438,917065.812,912446.375,1555.67932,914747,912446.375,-914.375,-0.00396674871,913903.938,914.375,-14.0028381
584,-1,937886,10193.5596,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,912435.312,42.9231262,6412.55566,923173.188,899758.75,5778.18408,913992.562,917065.812,912435.312,1653.30933,914646.438,912640.688,-5501.5,-0.00995928049,914805.875,5501.5,-12.9705734
585,-1,937886,10203.127,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,911657.625,41.177227,6456.7168,923173.188,899758.75,5875.73535,913091.375,917065.812,911657.625,1824.27576,914439.125,912929.375,-1787.375,-0.0137260556,913891.5,1787.375,-12.3325882
586,-1,937886,10197.625,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,911120.688,42.622509,6110.43799,922255.312,899758.75,5528.396,912097.5,917065.812,911120.688,1984.42639,914126.938,913057.688,1027.8125,-0.0150982141,908390,-1027.8125,-14.6377258
587,-1,937886,10204.917,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,910473.688,41.1784477,6051.55859,922255.312,899758.75,5324.51416,911162.5,917065.812,910473.688,2117.18799,913731.688,912435.312,-1362.1875,-0.0142382383,906602.625,1362.1875,-16.0235825
588,-1,937886,10193.6455,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,910193.75,44.318924,5988.6792,922255.312,899758.75,5089.48145,910531.938,917065.812,910193.75,2184.28125,913305.062,911657.625,2105.6875,-0.00962507725,907630.438,-2105.6875,-17.6511383
589,-1,937886,10221.6533,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,909253.438,38.7785988,5945.00098,922255.312,899758.75,4648.11768,909311.688,917065.812,909253.438,2198.45532,912772.625,911120.688,-5232.3125,-0.0185636282,906268.25,5232.3125,-20.8161011
590,-1,937886,10220.0986,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,908477.25,39.232708,5908.42969,919485.938,899758.75,3938.53589,908171.562,916444.562,908477.25,2111.4353,912159.062,910473.688,290.4375,-0.0173623562,908373.938,-290.4375,-26.2302055
